,2023db_fs11,badge_gray,scoreDiv_fwb,formBox,fs11
31,NBA,언더오버,"시카불스
U/O 224.5
총 점수
205 클리캐벌","U
1.81배당률 상승
-O
1.71배당률 하락","01.01 (일)
09:00"
32,NBA,일반,"휴스로케
점수
88 :
점수
108 뉴욕닉스","승
2.29
-패
1.43","01.01 (일)
09:00"
33,NBA,핸디캡,"휴스로케
점수
92.5
H +4.5
:
점수
108 뉴욕닉스","승
1.73
-패
1.79","01.01 (일)
09:00"
34,NBA,언더오버,"휴스로케
U/O 223.5
사전조건 변경
총 점수
196 뉴욕닉스","U
1.74
-O
1.78","01.01 (일)
09:00"
35,NBA,일반,"샌안스퍼
점수
125 :
점수
126 댈러매버","승
3.09배당률 하락
-패
1.23배당률 상승","01.01 (일)
09:00"
36,NBA,핸디캡,"샌안스퍼
점수
132.5
H +7.5
사전조건 변경
:
점수
126 댈러매버","승
1.72배당률 하락
-패
1.80배당률 상승","01.01 (일)
09:00"
37,NBA,언더오버,"샌안스퍼
U/O 231.5
사전조건 변경
총 점수
251 댈러매버","U
1.73
-O
1.79","01.01 (일)
09:00"
38,NBA,일반,"멤피그리
점수
116 :
점수
101 뉴올펠리","승
1.35
-패
2.53","01.01 (일)
10:00"
39,NBA,핸디캡,"멤피그리
점수
110.5
H -5.5
:
점수
101 뉴올펠리","승
1.78
-패
1.74","01.01 (일)
10:00"
40,NBA,언더오버,"멤피그리
U/O 236.5
사전조건 변경
총 점수
217 뉴올펠리","U
1.73
-O
1.79","01.01 (일)
10:00"
41,NBA,일반,"미네울브
점수
104 :
점수
116 디트피스","승
1.23배당률 하락
-패
3.09배당률 상승","01.01 (일)
10:00"
42,NBA,핸디캡,"미네울브
점수
96.5
H -7.5
사전조건 변경
:
점수
116 디트피스","승
1.76
-패
1.76","01.01 (일)
10:00"
43,NBA,언더오버,"미네울브
U/O 232.5
사전조건 변경
총 점수
220 디트피스","U
1.77
-O
1.75","01.01 (일)
10:00"
44,NBA,일반,"오클썬더
점수
96 :
점수
115 필라76s","승
1.94배당률 하락
-패
1.61배당률 상승","01.01 (일)
10:00"
45,NBA,핸디캡,"오클썬더
점수
98.5
H +2.5
사전조건 변경
:
점수
115 필라76s","승
1.73배당률 하락
-패
1.79배당률 상승","01.01 (일)
10:00"
46,NBA,언더오버,"오클썬더
U/O 225.5
사전조건 변경
총 점수
211 필라76s","U
1.74
-O
1.78","01.01 (일)
10:00"
47,NBA,일반,"유타재즈
점수
123 :
점수
126 마이히트","승
1.46배당률 하락
-패
2.22배당률 상승","01.01 (일)
11:00"
48,NBA,핸디캡,"유타재즈
점수
119.5
H -3.5
사전조건 변경
:
점수
126 마이히트","승
1.70배당률 하락
-패
1.82배당률 상승","01.01 (일)
11:00"
49,NBA,언더오버,"유타재즈
U/O 224.5
사전조건 변경
총 점수
249 마이히트","U
1.75
-O
1.77","01.01 (일)
11:00"
50,A리그,일반,"뉴캐제츠
점수
0 :
점수
2 시드니FC","승
3.10
무
3.55
패
1.88","01.01 (일)
13:00"
51,A리그,핸디캡,"뉴캐제츠
점수
1
H +1.0
:
점수
2 시드니FC","승
1.77배당률 상승
무
3.80배당률 하락
패
3.25배당률 하락","01.01 (일)
13:00"
52,A리그,언더오버,"뉴캐제츠
U/O 2.5
총 점수
2 시드니FC","U
2.11
-O
1.51","01.01 (일)
13:00"
53,KBL,일반,"고양캐롯
점수
77 :
점수
90 KT소닉붐","승
1.85배당률 상승
-패
1.68배당률 하락","01.01 (일)
14:00"
54,KBL,핸디캡,"고양캐롯
점수
78.5
H +1.5
:
점수
90 KT소닉붐","승
1.75배당률 상승
-패
1.77배당률 하락","01.01 (일)
14:00"
55,KBL,언더오버,"고양캐롯
U/O 164.5
사전조건 변경
총 점수
167 KT소닉붐","U
1.81
-O
1.71","01.01 (일)
14:00"
56,KBL,일반,"서울삼성
점수
67 :
점수
86 서울SK","승
2.64배당률 상승
-패
1.32배당률 하락","01.01 (일)
14:00"
57,KBL,핸디캡,"서울삼성
점수
72.5
H +5.5
:
점수
86 서울SK","승
1.82배당률 상승
-패
1.70배당률 하락","01.01 (일)
14:00"
58,KBL,언더오버,"서울삼성
U/O 161.5
총 점수
153 서울SK","U
1.81배당률 상승
-O
1.71배당률 하락","01.01 (일)
14:00"
59,KOVO남,일반,"OK금융
점수
3 :
점수
0 대한항공","승
2.87
-패
1.27","01.01 (일)
14:00"
60,KOVO남,핸디캡,"OK금융
점수
4.5
H +1.5
:
점수
0 대한항공","승
1.91
-패
1.63","01.01 (일)
14:00"
61,KOVO남,언더오버,"OK금융
U/O 182.5
총 점수
148 대한항공","U
1.84배당률 상승
-O
1.69배당률 하락","01.01 (일)
14:00"
62,A리그,일반,"웨스원더
점수
4 :
점수
0 맥아서FC","승
1.85배당률 상승
무
3.40배당률 하락
패
3.30배당률 하락","01.01 (일)
15:00"
63,A리그,핸디캡,"웨스원더
점수
3
H -1.0
:
점수
0 맥아서FC","승
3.10배당률 하락
무
3.60배당률 하락
패
1.87배당률 상승","01.01 (일)
15:00"
64,A리그,언더오버,"웨스원더
U/O 2.5
총 점수
4 맥아서FC","U
1.90
-O
1.64","01.01 (일)
15:00"
65,KBL,일반,"창원LG
점수
73 :
점수
77 울산모비","승
1.62배당률 하락
-패
1.93배당률 상승","01.01 (일)
16:00"
66,KBL,핸디캡,"창원LG
점수
71.5
H -1.5
:
점수
77 울산모비","승
1.71배당률 하락
-패
1.81배당률 상승","01.01 (일)
16:00"
67,KBL,언더오버,"창원LG
U/O 160.5
사전조건 변경
총 점수
150 울산모비","U
1.77
-O
1.75
발매차단","01.01 (일)
16:00"
68,KOVO여,일반,"IBK기업
점수
0 :
점수
3 현대건설","승
2.09배당률 상승
-패
1.52배당률 하락","01.01 (일)
16:00"
69,KOVO여,핸디캡,"IBK기업
점수
1.5
H +1.5
:
점수
3 현대건설","승
1.61
-패
1.94","01.01 (일)
16:00"
70,KOVO여,언더오버,"IBK기업
U/O 183.5
총 점수
133 현대건설","U
1.87배당률 상승
-O
1.66배당률 하락","01.01 (일)
16:00"
71,EPL,일반,"토트넘
점수
0 :
점수
2 애스턴","승
1.51배당률 하락
무
3.70배당률 상승
패
4.90배당률 상승","01.01 (일)
23:00"
72,EPL,핸디캡,"토트넘
점수
-1
H -1.0
:
점수
2 애스턴","승
2.50배당률 하락
무
3.45배당률 하락
패
2.24배당률 상승","01.01 (일)
23:00"
73,EPL,언더오버,"토트넘
U/O 2.5
총 점수
2 애스턴","U
1.96배당률 상승
-O
1.60배당률 하락","01.01 (일)
23:00"
74,프리그1,일반,"앙제SCO
점수
1 :
점수
2 로리앙","승
2.40배당률 하락
무
3.35배당률 상승
패
2.37배당률 상승","01.01 (일)
23:00"
75,프리그1,핸디캡,"앙제SCO
점수
2
H +1.0
:
점수
2 로리앙","승
1.44배당률 하락
무
4.15배당률 상승
패
5.00배당률 상승","01.01 (일)
23:00"
76,프리그1,언더오버,"앙제SCO
U/O 2.5
총 점수
3 로리앙","U
1.71
-O
1.81","01.01 (일)
23:00"
77,프리그1,일반,"AS모나코
점수
1 :
점수
0 브레스투","승
1.34배당률 하락
무
4.35배당률 상승
패
6.20배당률 상승","01.01 (일)
23:00"
78,프리그1,핸디캡,"AS모나코
점수
0
H -1.0
:
점수
0 브레스투","승
2.06배당률 하락
무
3.65
패
2.65배당률 상승","01.01 (일)
23:00"
79,프리그1,핸디캡,"AS모나코
점수
-1.5
H -2.5
:
점수
0 브레스투","승
3.46배당률 하락
-패
1.18배당률 상승","01.01 (일)
23:00"
80,프리그1,언더오버,"AS모나코
U/O 3.5
총 점수
1 브레스투","U
1.50배당률 상승
-O
2.13배당률 하락","01.01 (일)
23:00"
81,프리그1,일반,"낭트
점수
1 :
점수
0 오세르","승
1.80
무
3.35
패
3.55","01.01 (일)
23:00"
82,프리그1,핸디캡,"낭트
점수
0
H -1.0
:
점수
0 오세르","승
3.30배당률 하락
무
3.40배당률 하락
패
1.85배당률 상승","01.01 (일)
23:00"
83,프리그1,언더오버,"낭트
U/O 2.5
총 점수
1 오세르","U
1.77
-O
1.75","01.01 (일)
23:00"
84,프리그1,일반,"툴루즈
점수
2 :
점수
0 AC아작","승
1.96배당률 상승
무
3.10배당률 하락
패
3.30배당률 하락","01.01 (일)
23:00"
85,프리그1,핸디캡,"툴루즈
점수
1
H -1.0
:
점수
0 AC아작","승
3.65
무
3.60
패
1.71","01.01 (일)
23:00"
86,프리그1,언더오버,"툴루즈
U/O 2.5
총 점수
2 AC아작","U
1.69
-O
1.84","01.01 (일)
23:00"
87,프리그1,일반,"리옹
점수
0 :
점수
1 클레르몽","승
1.41
무
4.10
패
5.40","01.02 (월)
01:00"
88,프리그1,핸디캡,"리옹
점수
-1
H -1.0
:
점수
1 클레르몽","승
2.13배당률 하락
무
3.55배당률 하락
패
2.60배당률 상승","01.02 (월)
01:00"
89,프리그1,핸디캡,"리옹
점수
-2.5
H -2.5
:
점수
1 클레르몽","승
3.55
-패
1.17","01.02 (월)
01:00"
90,프리그1,언더오버,"리옹
U/O 2.5
총 점수
1 클레르몽","U
2.19
-O
1.47","01.02 (월)
01:00"
91,EPL,일반,"노팅엄포
점수
1 :
점수
1 첼시","승
5.20배당률 상승
무
3.60
패
1.50배당률 하락","01.02 (월)
01:30"
92,EPL,핸디캡,"노팅엄포
점수
2
H +1.0
:
점수
1 첼시","승
2.21배당률 상승
무
3.35배당률 하락
패
2.60배당률 하락","01.02 (월)
01:30"
93,EPL,언더오버,"노팅엄포
U/O 2.5
총 점수
2 첼시","U
1.77
-O
1.75","01.02 (월)
01:30"
94,프리그1,일반,"랑스
점수
3 :
점수
1 PSG","승
3.20배당률 상승
무
3.40배당률 하락
패
1.89배당률 하락","01.02 (월)
04:45"
95,프리그1,핸디캡,"랑스
점수
4
H +1.0
:
점수
1 PSG","승
1.71배당률 상승
무
3.65배당률 하락
패
3.60배당률 하락","01.02 (월)
04:45"
96,프리그1,언더오버,"랑스
U/O 2.5
총 점수
4 PSG","U
2.02
-O
1.56","01.02 (월)
04:45"
97,NBA,일반,"멤피그리
점수
118 :
점수
108 새크킹스","승
1.41배당률 상승
-패
2.34배당률 하락","01.02 (월)
10:00"
98,NBA,핸디캡,"멤피그리
점수
113.5
H -4.5
사전조건 변경
:
점수
108 새크킹스","승
1.76배당률 하락
-패
1.76배당률 상승","01.02 (월)
10:00"
99,NBA,언더오버,"멤피그리
U/O 238.5
사전조건 변경
총 점수
226 새크킹스","U
1.73
-O
1.79","01.02 (월)
10:00"
100,NBA,일반,"밀워벅스
점수
95 :
점수
118 워싱위저","승
1.55배당률 상승
-패
2.04배당률 하락","01.02 (월)
10:00"
101,NBA,핸디캡,"밀워벅스
점수
92.5
H -2.5
사전조건 변경
:
점수
118 워싱위저","승
1.72배당률 하락
-패
1.80배당률 상승","01.02 (월)
10:00"
102,NBA,언더오버,"밀워벅스
U/O 220.5
사전조건 변경
총 점수
213 워싱위저","U
1.80
-O
1.72","01.02 (월)
10:00"
103,NBA,일반,"덴버너게
점수
123 :
점수
111 보스셀틱","승
2.13배당률 상승
-패
1.50배당률 하락","01.02 (월)
10:00"
104,NBA,핸디캡,"덴버너게
점수
126.5
H +3.5
사전조건 변경
:
점수
111 보스셀틱","승
1.76배당률 하락
-패
1.76배당률 상승","01.02 (월)
10:00"
105,NBA,언더오버,"덴버너게
U/O 235.5
총 점수
234 보스셀틱","U
1.74
-O
1.78","01.02 (월)
10:00"
106,A리그,일반,"웰링피닉
점수
1 :
점수
3 멜버시티","승
3.15배당률 상승
무
3.45배당률 하락
패
1.89배당률 하락","01.02 (월)
11:00"
107,A리그,핸디캡,"웰링피닉
점수
2
H +1.0
:
점수
3 멜버시티","승
1.75배당률 상승
무
3.75배당률 하락
패
3.35배당률 하락","01.02 (월)
11:00"
108,A리그,언더오버,"웰링피닉
U/O 2.5
총 점수
4 멜버시티","U
2.07
-O
1.53","01.02 (월)
11:00"
