,2017db_fs11,badge_gray,scoreDiv_fwb,formBox,fs11
14,EPL,일반,"사우샘프
점수
1 :
점수
2 브로미치","승
1.61
무
3.30
패
4.20","01.01 (일)
00:00"
15,EPL,핸디캡,"사우샘프
점수
0
H -1.0
:
점수
2 브로미치","승
3.15배당률 상승
무
3.10배당률 하락
패
1.91배당률 상승","01.01 (일)
00:00"
16,EPL,언더오버,"사우샘프
U/O 2.5
총 점수
3 브로미치","U
1.48
-O
2.05","01.01 (일)
00:00"
17,EPL,일반,"스완지
점수
0 :
점수
3 본머스","승
2.40
무
3.15
패
2.33","01.01 (일)
00:00"
18,EPL,핸디캡,"스완지
점수
1
H +1.0
:
점수
3 본머스","승
1.44배당률 상승
무
3.75배당률 하락
패
5.00배당률 하락","01.01 (일)
00:00"
19,EPL,언더오버,"스완지
U/O 2.5
총 점수
3 본머스","U
1.74
-O
1.70","01.01 (일)
00:00"
20,EPL,일반,"리버풀
점수
1 :
점수
0 맨체스C","승
2.06배당률 하락
무
3.25배당률 하락
패
2.70배당률 상승","01.01 (일)
02:30"
21,EPL,핸디캡,"리버풀
점수
0
H -1.0
:
점수
0 맨체스C","승
4.30
무
3.65배당률 하락
패
1.52배당률 상승","01.01 (일)
02:30"
22,EPL,언더오버,"리버풀
U/O 2.5
총 점수
1 맨체스C","U
1.92
-O
1.56","01.01 (일)
02:30"
23,NBA,일반,"새크라K
점수
98 :
점수
112 멤피스G","승
1.87
-패
1.59","01.01 (일)
07:00"
24,NBA,핸디캡,"새크라K
점수
99.5
H +1.5
:
점수
112 멤피스G","승
1.75
-패
1.69","01.01 (일)
07:00"
25,NBA,일반,"시카고B
점수
96 :
점수
116 밀워키벅","승
1.46
-패
2.09","01.01 (일)
09:00"
26,NBA,핸디캡,"시카고B
점수
92.5
H -3.5
:
점수
116 밀워키벅","승
1.74
-패
1.70","01.01 (일)
09:00"
27,NBA,일반,"샬럿H
점수
109 :
점수
121 클리블C","승
2.11배당률 하락
-패
1.45배당률 상승","01.01 (일)
09:00"
28,NBA,핸디캡,"샬럿H
점수
112.5
H +3.5
사전조건 변경
:
점수
121 클리블C","승
1.75
-패
1.69","01.01 (일)
09:00"
29,NBA,일반,"휴스턴R
점수
129 :
점수
122 뉴욕닉스","승
1.04배당률 하락
-패
4.97배당률 상승","01.01 (일)
10:00"
30,NBA,핸디캡,"휴스턴R
점수
116.5
H -12.5
사전조건 변경
:
점수
122 뉴욕닉스","승
1.72
-패
1.72","01.01 (일)
10:00"
31,NBA,일반,"유타J
점수
91 :
점수
86 피닉스S","승
1.07
-패
4.38","01.01 (일)
10:00"
32,NBA,핸디캡,"유타J
점수
79.5
H -11.5
:
점수
86 피닉스S","승
1.74
-패
1.70","01.01 (일)
10:00"
33,NBA,일반,"오클라T
점수
114 :
점수
88 LA클리","승
1.21배당률 하락
-패
2.97배당률 상승","01.01 (일)
10:00"
34,NBA,핸디캡,"오클라T
점수
106.5
H -7.5
사전조건 변경
:
점수
88 LA클리","승
1.73
-패
1.71","01.01 (일)
10:00"
35,일왕배,일반,"가시마
점수
1 :
점수
1 가와사키","승
2.40배당률 하락
무
3.10배당률 하락
패
2.36배당률 상승","01.01 (일)
14:00"
36,일왕배,핸디캡,"가시마
점수
2
H +1.0
:
점수
1 가와사키","승
1.40
무
4.00
패
5.00","01.01 (일)
14:00"
37,KBL,일반,"원주동부
점수
74 :
점수
82 부산KT","승
1.07
-패
4.38","01.01 (일)
14:00"
38,KBL,핸디캡,"원주동부
점수
63.5
H -10.5
:
점수
82 부산KT","승
1.71
-패
1.73","01.01 (일)
14:00"
39,KBL,언더오버,"원주동부
U/O 159.5
총 점수
156 부산KT","U
1.73
-O
1.71","01.01 (일)
14:00"
40,KOVO남,일반,"삼성화재
점수
1 :
점수
3 KB손보","승
1.34
-패
2.40","01.01 (일)
14:00"
41,KOVO남,핸디캡,"삼성화재
점수
-0.5
H -1.5
:
점수
3 KB손보","승
1.82
-패
1.63","01.01 (일)
14:00"
42,KOVO남,언더오버,"삼성화재
U/O 184.5
총 점수
190 KB손보","U
1.72
-O
1.72","01.01 (일)
14:00"
43,KBL,일반,"안양KGC
점수
74 :
점수
63 모비스","승
1.23
-패
2.86","01.01 (일)
16:00"
44,KBL,핸디캡,"안양KGC
점수
66.5
H -7.5
사전조건 변경
:
점수
63 모비스","승
1.70
-패
1.74","01.01 (일)
16:00"
45,KBL,언더오버,"안양KGC
U/O 164.5
사전조건 변경
총 점수
137 모비스","U
1.70
-O
1.74","01.01 (일)
16:00"
46,KBL,일반,"KCC
점수
74 :
점수
89 서울삼성","승
2.86배당률 상승
-패
1.23배당률 하락","01.01 (일)
16:00"
47,KBL,핸디캡,"KCC
점수
80.5
H +6.5
사전조건 변경
:
점수
89 서울삼성","승
1.71
-패
1.73","01.01 (일)
16:00"
48,KBL,언더오버,"KCC
U/O 163.5
총 점수
163 서울삼성","U
1.75
-O
1.69","01.01 (일)
16:00"
49,KOVO여,일반,"KGC
점수
3 :
점수
1 GS칼텍","승
1.58
-패
1.89","01.01 (일)
16:00"
50,KOVO여,핸디캡,"KGC
점수
1.5
H -1.5
:
점수
1 GS칼텍","승
2.28
-패
1.38","01.01 (일)
16:00"
51,KOVO여,언더오버,"KGC
U/O 185.5
총 점수
184 GS칼텍","U
1.72
-O
1.72","01.01 (일)
16:00"
52,WKBL,일반,"KDB생명
점수
64 :
점수
73 삼성생명","승
1.63배당률 상승
-패
1.82배당률 하락","01.01 (일)
17:00"
53,WKBL,핸디캡,"KDB생명
점수
61.5
H -2.5
:
점수
73 삼성생명","승
1.71
-패
1.73","01.01 (일)
17:00"
54,WKBL,언더오버,"KDB생명
U/O 130.5
총 점수
137 삼성생명","U
1.72
-O
1.72","01.01 (일)
17:00"
55,EPL,일반,"왓포드
점수
1 :
점수
4 토트넘","승
4.10
무
3.50
패
1.58","01.01 (일)
22:30"
56,EPL,핸디캡,"왓포드
점수
2
H +1.0
:
점수
4 토트넘","승
2.27배당률 상승
무
2.90배당률 하락
패
2.65배당률 하락","01.01 (일)
22:30"
57,EPL,언더오버,"왓포드
U/O 2.5
총 점수
5 토트넘","U
1.64
-O
1.81","01.01 (일)
22:30"
58,EPL,일반,"아스널
점수
2 :
점수
0 크리스탈","승
1.18
무
5.10
패
8.40","01.02 (월)
01:00"
59,EPL,핸디캡,"아스널
점수
1
H -1.0
:
점수
0 크리스탈","승
1.65배당률 하락
무
3.15배당률 하락
패
4.20배당률 상승","01.02 (월)
01:00"
60,EPL,핸디캡,"아스널
점수
-0.5
H -2.5
:
점수
0 크리스탈","승
2.97
-패
1.21","01.02 (월)
01:00"
61,EPL,언더오버,"아스널
U/O 2.5
총 점수
2 크리스탈","U
2.18
-O
1.42","01.02 (월)
01:00"
62,NBA,일반,"애틀란H
점수
114 :
점수
112 샌안토S","승
2.71배당률 상승
-패
1.26배당률 하락","01.02 (월)
08:00"
63,NBA,핸디캡,"애틀란H
점수
120.5
H +6.5
사전조건 변경
:
점수
112 샌안토S","승
1.77
-패
1.67","01.02 (월)
08:00"
64,NBA,일반,"마이애H
점수
98 :
점수
107 디트로P","승
2.26배당률 하락
-패
1.39배당률 상승","01.02 (월)
08:00"
65,NBA,핸디캡,"마이애H
점수
101.5
H +3.5
사전조건 변경
:
점수
107 디트로P","승
1.72
-패
1.72","01.02 (월)
08:00"
66,NBA,일반,"인디애P
점수
117 :
점수
104 올랜도M","승
1.29
-패
2.58","01.02 (월)
08:00"
67,NBA,핸디캡,"인디애P
점수
110.5
H -6.5
사전조건 변경
:
점수
104 올랜도M","승
1.67
-패
1.77","01.02 (월)
08:00"
68,NBA,일반,"미네울브
점수
89 :
점수
95 포틀랜T","승
1.42
-패
2.18","01.02 (월)
09:00"
69,NBA,핸디캡,"미네울브
점수
85.5
H -3.5
:
점수
95 포틀랜T","승
1.69
-패
1.75","01.02 (월)
09:00"
70,NBA,일반,"LA레이
점수
114 :
점수
123 토론토R","승
3.04
-패
1.20","01.02 (월)
11:30"
71,NBA,핸디캡,"LA레이
점수
122.5
H +8.5
사전조건 변경
:
점수
123 토론토R","승
1.73
-패
1.71","01.02 (월)
11:30"
