,2016db_fs11,badge_gray,scoreDiv_fwb,formBox,fs11
36,KBL,핸디캡,"오리온스
점수
108.5
H +2.5
사전조건 변경
:
점수
78 안양KGC","승
1.70
-패
1.74","01.02 (토)
14:00"
37,KBL,언더오버,"오리온스
U/O 164.5
총 점수
184 안양KGC","U
1.68
-O
1.76","01.02 (토)
14:00"
38,WKBL,일반,"KDB생명
점수
67 :
점수
72 KEB하나","승
2.86
-패
1.23","01.02 (토)
14:00"
39,WKBL,핸디캡,"KDB생명
점수
72.5
H +5.5
:
점수
72 KEB하나","승
1.72
-패
1.72","01.02 (토)
14:00"
40,WKBL,언더오버,"KDB생명
U/O 130.5
사전조건 변경
총 점수
139 KEB하나","U
1.76
-O
1.68","01.02 (토)
14:00"
41,KOVO,일반,"우리카드
점수
0 :
점수
3 현대캐피","승
4.56
-패
1.06","01.02 (토)
14:07"
42,KOVO,핸디캡,"우리카드
점수
2.5
H +2.5
:
점수
3 현대캐피","승
1.65배당률 상승
-패
1.80배당률 하락","01.02 (토)
14:07"
43,KOVO,언더오버,"우리카드
U/O 178.5
총 점수
130 현대캐피","U
1.53배당률 하락
-O
1.96배당률 상승","01.02 (토)
14:07"
44,KBL,일반,"서울SK
점수
90 :
점수
70 모비스","승
2.54배당률 하락
-패
1.30배당률 상승","01.02 (토)
16:00"
45,KBL,핸디캡,"서울SK
점수
94.5
H +4.5
사전조건 변경
:
점수
70 모비스","승
1.76
-패
1.68","01.02 (토)
16:00"
46,KBL,언더오버,"서울SK
U/O 153.5
총 점수
160 모비스","U
1.75
-O
1.69","01.02 (토)
16:00"
47,KOVO,일반,"GS칼텍
점수
0 :
점수
3 IBK","승
2.71
-패
1.26","01.02 (토)
16:00"
48,KOVO,핸디캡,"GS칼텍
점수
1.5
H +1.5
:
점수
3 IBK","승
1.96배당률 상승
-패
1.53배당률 하락","01.02 (토)
16:00"
49,KOVO,언더오버,"GS칼텍
U/O 179.5
총 점수
130 IBK","U
1.72
-O
1.72","01.02 (토)
16:00"
50,KBL,일반,"KCC
점수
79 :
점수
72 전자랜드","승
1.14
-패
3.50","01.02 (토)
18:00"
51,KBL,핸디캡,"KCC
점수
70.5
H -8.5
:
점수
72 전자랜드","승
1.68
-패
1.76","01.02 (토)
18:00"
52,KBL,언더오버,"KCC
U/O 158.5
사전조건 변경
총 점수
151 전자랜드","U
1.71
-O
1.73","01.02 (토)
18:00"
53,SPL,일반,"던디FC
점수
2 :
점수
1 던디U","승
1.83배당률 상승
무
3.30
패
3.20배당률 하락","01.02 (토)
21:30"
54,EPL,일반,"웨스트햄
점수
2 :
점수
0 리버풀","승
3.05배당률 상승
무
3.00배당률 하락
패
1.99배당률 상승","01.02 (토)
21:45"
55,EPL,핸디캡,"웨스트햄
점수
3
H +1.0
:
점수
0 리버풀","승
1.60배당률 상승
무
3.50배당률 하락
패
3.95배당률 하락","01.02 (토)
21:45"
56,EPL,언더오버,"웨스트햄
U/O 2.5
총 점수
2 리버풀","U
1.52
-O
1.98","01.02 (토)
21:45"
57,EPL,일반,"아스널
점수
1 :
점수
0 뉴캐슬","승
1.21
무
4.80
패
7.80","01.03 (일)
00:00"
58,EPL,핸디캡,"아스널
점수
0
H -1.0
:
점수
0 뉴캐슬","승
1.61배당률 하락
무
3.55
패
3.85배당률 상승","01.03 (일)
00:00"
59,EPL,언더오버,"아스널
U/O 2.5
총 점수
1 뉴캐슬","U
2.02
-O
1.50","01.03 (일)
00:00"
60,EPL,일반,"레스터
점수
0 :
점수
0 본머스","승
1.54배당률 하락
무
3.55
패
4.30배당률 상승","01.03 (일)
00:00"
61,EPL,핸디캡,"레스터
점수
-1
H -1.0
:
점수
0 본머스","승
2.90배당률 하락
무
3.10배당률 하락
패
2.02배당률 상승","01.03 (일)
00:00"
62,EPL,언더오버,"레스터
U/O 2.5
총 점수
0 본머스","U
1.70
-O
1.74","01.03 (일)
00:00"
63,EPL,일반,"맨체스U
점수
2 :
점수
1 스완지","승
1.48
무
3.70
패
4.60","01.03 (일)
00:00"
64,EPL,핸디캡,"맨체스U
점수
1
H -1.0
:
점수
1 스완지","승
2.65
무
3.10배당률 하락
패
2.16배당률 상승","01.03 (일)
00:00"
65,EPL,언더오버,"맨체스U
U/O 2.5
총 점수
3 스완지","U
1.70
-O
1.74","01.03 (일)
00:00"
66,EPL,일반,"노리치
점수
1 :
점수
0 사우스햄","승
2.70
무
3.15
패
2.11","01.03 (일)
00:00"
67,EPL,핸디캡,"노리치
점수
2
H +1.0
:
점수
0 사우스햄","승
1.46
무
3.85
패
4.60","01.03 (일)
00:00"
68,EPL,언더오버,"노리치
U/O 2.5
총 점수
1 사우스햄","U
1.54
-O
1.95","01.03 (일)
00:00"
69,EPL,일반,"선덜랜드
점수
3 :
점수
1 애스턴","승
2.18배당률 하락
무
3.00배당률 하락
패
2.70배당률 상승","01.03 (일)
00:00"
70,EPL,핸디캡,"선덜랜드
점수
2
H -1.0
:
점수
1 애스턴","승
4.70배당률 하락
무
3.65배당률 하락
패
1.48배당률 상승","01.03 (일)
00:00"
71,EPL,언더오버,"선덜랜드
U/O 2.5
총 점수
4 애스턴","U
1.54
-O
1.95","01.03 (일)
00:00"
72,EPL,일반,"브롬위치
점수
2 :
점수
1 스토크","승
2.70배당률 상승
무
3.05배당률 하락
패
2.15배당률 하락","01.03 (일)
00:00"
73,EPL,핸디캡,"브롬위치
점수
3
H +1.0
:
점수
1 스토크","승
1.48배당률 상승
무
3.60배당률 하락
패
4.80배당률 하락","01.03 (일)
00:00"
74,EPL,언더오버,"브롬위치
U/O 2.5
총 점수
3 스토크","U
1.58
-O
1.89","01.03 (일)
00:00"
75,SPL,일반,"셀틱
점수
1 :
점수
0 파틱시슬","승
1.18
무
5.00
패
8.70","01.03 (일)
00:00"
76,SPL,핸디캡,"셀틱
점수
0
H -1.0
:
점수
0 파틱시슬","승
1.63배당률 하락
무
3.70배당률 상승
패
3.60배당률 상승","01.03 (일)
00:00"
77,SPL,일반,"인버네스
점수
2 :
점수
0 로스카운","승
2.18
무
3.20
패
2.55","01.03 (일)
00:00"
78,SPL,일반,"킬마넉
점수
2 :
점수
2 하트오브","승
3.70배당률 상승
무
3.30배당률 하락
패
1.70배당률 하락","01.03 (일)
00:00"
79,SPL,일반,"마더웰
점수
3 :
점수
3 해밀턴","승
1.91배당률 하락
무
3.15
패
3.10배당률 상승","01.03 (일)
00:00"
80,프리메라,일반,"에스파뇰
점수
0 :
점수
0 바르셀로","승
12.00
무
6.50
패
1.08","01.03 (일)
00:00"
81,프리메라,핸디캡,"에스파뇰
점수
1
H +1.0
:
점수
0 바르셀로","승
4.90배당률 상승
무
4.10
패
1.40배당률 하락","01.03 (일)
00:00"
82,프리메라,핸디캡,"에스파뇰
점수
2.5
H +2.5
:
점수
0 바르셀로","승
1.37
-패
2.31","01.03 (일)
00:00"
83,EPL,일반,"왓포드
점수
1 :
점수
2 맨체스C","승
3.90
무
3.60
패
1.59","01.03 (일)
02:30"
84,EPL,핸디캡,"왓포드
점수
2
H +1.0
:
점수
2 맨체스C","승
1.94배당률 상승
무
3.45배당률 하락
패
2.80배당률 하락","01.03 (일)
02:30"
85,EPL,언더오버,"왓포드
U/O 2.5
총 점수
3 맨체스C","U
1.74
-O
1.70","01.03 (일)
02:30"
86,프리메라,일반,"AT마드
점수
1 :
점수
0 레반테","승
1.05
무
6.60
패
17.00","01.03 (일)
04:30"
87,프리메라,핸디캡,"AT마드
점수
0
H -1.0
:
점수
0 레반테","승
1.42
무
4.00
패
4.80","01.03 (일)
04:30"
88,프리메라,핸디캡,"AT마드
점수
-1.5
H -2.5
:
점수
0 레반테","승
2.31
-패
1.37","01.03 (일)
04:30"
89,NBA,일반,"보스턴C
점수
97 :
점수
100 브루클린","승
1.15
-패
3.41","01.03 (일)
05:00"
90,NBA,핸디캡,"보스턴C
점수
88.5
H -8.5
:
점수
100 브루클린","승
1.70
-패
1.74","01.03 (일)
05:00"
91,프리메라,일반,"말라가
점수
2 :
점수
0 셀타비고","승
2.33
무
3.15
패
2.40","01.03 (일)
06:05"
92,NBA,일반,"새크라멘
점수
142 :
점수
119 피닉스","승
1.33
-패
2.43","01.03 (일)
07:00"
93,NBA,핸디캡,"새크라멘
점수
136.5
H -5.5
:
점수
119 피닉스","승
1.75
-패
1.69","01.03 (일)
07:00"
94,NBA,일반,"샬럿
점수
90 :
점수
109 오클라호","승
3.94배당률 상승
-패
1.10배당률 하락","01.03 (일)
09:00"
95,NBA,핸디캡,"샬럿
점수
98.5
H +8.5
사전조건 변경
:
점수
109 오클라호","승
1.77
-패
1.67","01.03 (일)
09:00"
96,NBA,일반,"인디애나
점수
94 :
점수
82 디트로P","승
1.32
-패
2.47","01.03 (일)
09:00"
97,NBA,핸디캡,"인디애나
점수
88.5
H -5.5
:
점수
82 디트로P","승
1.74
-패
1.70","01.03 (일)
09:00"
98,NBA,일반,"클리블C
점수
104 :
점수
79 올랜도","승
1.12
-패
3.70","01.03 (일)
09:30"
99,NBA,핸디캡,"클리블C
점수
94.5
H -9.5
:
점수
79 올랜도","승
1.74
-패
1.70","01.03 (일)
09:30"
100,NBA,일반,"미네울브
점수
85 :
점수
95 밀워키벅","승
1.55배당률 상승
-패
1.93배당률 하락","01.03 (일)
10:00"
101,NBA,핸디캡,"미네울브
점수
82.5
H -2.5
사전조건 변경
:
점수
95 밀워키벅","승
1.74
-패
1.70","01.03 (일)
10:00"
102,NBA,일반,"댈러스
점수
98 :
점수
105 뉴올리언","승
1.38배당률 하락
-패
2.28배당률 상승","01.03 (일)
10:30"
103,NBA,핸디캡,"댈러스
점수
93.5
H -4.5
사전조건 변경
:
점수
105 뉴올리언","승
1.72
-패
1.72","01.03 (일)
10:30"
104,NBA,일반,"샌안토니
점수
121 :
점수
103 휴스턴R","승
1.09
-패
4.08","01.03 (일)
10:30"
105,NBA,핸디캡,"샌안토니
점수
110.5
H -10.5
:
점수
103 휴스턴R","승
1.73
-패
1.71","01.03 (일)
10:30"
106,NBA,일반,"유타재즈
점수
92 :
점수
87 멤피스","승
1.77배당률 상승
-패
1.67배당률 하락","01.03 (일)
11:00"
107,NBA,핸디캡,"유타재즈
점수
90.5
H -1.5
:
점수
87 멤피스","승
1.90배당률 상승
-패
1.57배당률 하락","01.03 (일)
11:00"
108,NBA,일반,"골든스테
점수
111 :
점수
108 덴버","승
1.01
-패
5.79","01.03 (일)
12:30"
109,NBA,핸디캡,"골든스테
점수
96.5
H -14.5
사전조건 변경
:
점수
108 덴버","승
1.72
-패
1.72","01.03 (일)
12:30"
110,NBA,일반,"LA클리
점수
130 :
점수
99 필라76","승
1.02
-패
5.48","01.03 (일)
12:30"
111,NBA,핸디캡,"LA클리
점수
115.5
H -14.5
사전조건 변경
:
점수
99 필라76","승
1.74
-패
1.70","01.03 (일)
12:30"
112,KBL,일반,"창원LG
점수
82 :
점수
77 원주동부","승
1.80배당률 하락
-패
1.65배당률 상승","01.03 (일)
14:00"
113,KBL,핸디캡,"창원LG
점수
84.5
H +2.5
사전조건 변경
:
점수
77 원주동부","승
1.69
-패
1.75","01.03 (일)
14:00"
114,KBL,언더오버,"창원LG
U/O 160.5
총 점수
159 원주동부","U
1.72
-O
1.72","01.03 (일)
14:00"
115,WKBL,일반,"KB스타즈
점수
59 :
점수
57 신한은행","승
1.73배당률 상승
-패
1.71배당률 하락","01.03 (일)
14:00"
116,WKBL,핸디캡,"KB스타즈
점수
57.5
H -1.5
:
점수
57 신한은행","승
1.82배당률 상승
-패
1.63배당률 하락","01.03 (일)
14:00"
117,WKBL,언더오버,"KB스타즈
U/O 131.5
사전조건 변경
총 점수
116 신한은행","U
1.71
-O
1.73","01.03 (일)
14:00"
118,KOVO,일반,"대한항공
점수
2 :
점수
3 삼성화재","승
1.01
-패
5.79","01.03 (일)
14:00"
119,KOVO,핸디캡,"대한항공
점수
-0.5
H -2.5
:
점수
3 삼성화재","승
1.64배당률 하락
-패
1.81배당률 상승","01.03 (일)
14:00"
120,KOVO,언더오버,"대한항공
U/O 139.5
총 점수
206 삼성화재","U
1.83배당률 상승
-O
1.62배당률 하락","01.03 (일)
14:00"
121,KBL,일반,"모비스
점수
77 :
점수
74 서울삼성","승
1.30
-패
2.54","01.03 (일)
16:00"
122,KBL,핸디캡,"모비스
점수
71.5
H -5.5
:
점수
74 서울삼성","승
1.71
-패
1.73","01.03 (일)
16:00"
123,KBL,언더오버,"모비스
U/O 154.5
사전조건 변경
총 점수
151 서울삼성","U
1.75
-O
1.69","01.03 (일)
16:00"
124,KOVO,일반,"흥국생명
점수
3 :
점수
2 KGC","승
1.06
-패
4.56","01.03 (일)
16:00"
125,KOVO,핸디캡,"흥국생명
점수
0.5
H -2.5
:
점수
2 KGC","승
1.81배당률 하락
-패
1.64배당률 상승","01.03 (일)
16:00"
126,KOVO,언더오버,"흥국생명
U/O 175.5
총 점수
211 KGC","U
1.44배당률 하락
-O
2.14배당률 상승","01.03 (일)
16:00"
127,KBL,일반,"KCC
점수
74 :
점수
67 부산KT","승
1.34
-패
2.40","01.03 (일)
18:00"
128,KBL,핸디캡,"KCC
점수
68.5
H -5.5
사전조건 변경
:
점수
67 부산KT","승
1.67
-패
1.77","01.03 (일)
18:00"
129,KBL,언더오버,"KCC
U/O 154.5
사전조건 변경
총 점수
141 부산KT","U
1.71
-O
1.73","01.03 (일)
18:00"
130,프리메라,일반,"라요
점수
2 :
점수
2 소시에다","승
2.23배당률 상승
무
3.35배당률 하락
패
2.40배당률 상승","01.03 (일)
20:00"
131,SPL,일반,세인트존 : 애버딘,"승
1.00
발매차단
무
1.00
발매차단
패
1.00
발매차단","01.03 (일)
21:30"
132,EPL,일반,"크리스탈
점수
0 :
점수
3 첼시","승
3.15배당률 상승
무
3.30
패
1.84배당률 하락","01.03 (일)
22:30"
133,EPL,핸디캡,"크리스탈
점수
1
H +1.0
:
점수
3 첼시","승
1.84배당률 상승
무
3.20배당률 하락
패
3.25배당률 하락","01.03 (일)
22:30"
134,EPL,언더오버,"크리스탈
U/O 2.5
총 점수
3 첼시","U
1.65
-O
1.80","01.03 (일)
22:30"
135,프리메라,일반,"그라나다
점수
2 :
점수
1 세비야","승
4.40배당률 상승
무
3.45배당률 상승
패
1.55배당률 하락","01.04 (월)
00:00"
136,프리메라,핸디캡,"그라나다
점수
3
H +1.0
:
점수
1 세비야","승
2.07배당률 상승
무
3.10배당률 하락
패
2.80배당률 하락","01.04 (월)
00:00"
137,프리메라,일반,"베티스
점수
0 :
점수
4 에이바르","승
2.37배당률 상승
무
3.00배당률 하락
패
2.45배당률 상승","01.04 (월)
00:00"
138,EPL,일반,"에버턴
점수
1 :
점수
1 토트넘","승
2.75배당률 상승
무
2.95배당률 하락
패
2.17배당률 하락","01.04 (월)
01:00"
139,EPL,핸디캡,"에버턴
점수
0
H -1.0
:
점수
1 토트넘","승
5.70배당률 상승
무
3.60배당률 하락
패
1.41배당률 상승","01.04 (월)
01:00"
140,EPL,언더오버,"에버턴
U/O 2.5
총 점수
2 토트넘","U
1.65배당률 상승
-O
1.80배당률 하락","01.04 (월)
01:00"
141,프리메라,일반,"데포라코
점수
1 :
점수
2 비야레알","승
2.47배당률 상승
무
2.80배당률 하락
패
2.50배당률 상승","01.04 (월)
02:15"
142,프리메라,일반,"빌바오
점수
2 :
점수
2 라스팔마","승
1.24
무
4.40
패
7.80","01.04 (월)
02:15"
143,프리메라,핸디캡,"빌바오
점수
1
H -1.0
:
점수
2 라스팔마","승
1.83배당률 하락
무
3.45배당률 하락
패
3.05배당률 상승","01.04 (월)
02:15"
144,프리메라,일반,"발렌시아
점수
2 :
점수
2 레알마드","승
5.00
무
4.10
패
1.39","01.04 (월)
04:30"
145,프리메라,핸디캡,"발렌시아
점수
3
H +1.0
:
점수
2 레알마드","승
2.45배당률 상승
무
3.60배당률 하락
패
2.10배당률 하락","01.04 (월)
04:30"
146,프FA컵,일반,"SM캉
점수
0 :
점수
0 마르세유","승
2.60
무
2.95
패
2.28","01.04 (월)
04:45"
147,NBA,일반,"뉴욕닉스
점수
111 :
점수
97 애틀란H","승
2.54
-패
1.30","01.04 (월)
05:30"
148,NBA,핸디캡,"뉴욕닉스
점수
116.5
H +5.5
:
점수
97 애틀란H","승
1.74
-패
1.70","01.04 (월)
05:30"
149,NBA,일반,"토론토R
점수
113 :
점수
115 시카고B","승
1.41
-패
2.20","01.04 (월)
05:30"
150,NBA,핸디캡,"토론토R
점수
108.5
H -4.5
:
점수
115 시카고B","승
1.75
-패
1.69","01.04 (월)
05:30"
151,NBA,일반,"워싱턴W
점수
75 :
점수
97 마이애H","승
1.53
-패
1.96","01.04 (월)
08:00"
152,NBA,핸디캡,"워싱턴W
점수
72.5
H -2.5
:
점수
97 마이애H","승
1.71
-패
1.73","01.04 (월)
08:00"
153,NBA,일반,"덴버
점수
106 :
점수
112 포틀랜드","승
1.74배당률 상승
-패
1.70배당률 하락","01.04 (월)
11:00"
154,NBA,핸디캡,"덴버
점수
104.5
H -1.5
:
점수
112 포틀랜드","승
1.86배당률 상승
-패
1.60배당률 하락","01.04 (월)
11:00"
155,NBA,일반,"LA레이
점수
97 :
점수
77 피닉스","승
1.64
-패
1.81","01.04 (월)
11:30"
156,NBA,핸디캡,"LA레이
점수
95.5
H -1.5
:
점수
77 피닉스","승
1.74
-패
1.70","01.04 (월)
11:30"
