,2019db_fs11,badge_gray,scoreDiv_fwb,formBox,fs11
24,EPL,일반,"카디프
점수
0 :
점수
3 토트넘","승
5.90
무
4.00
패
1.37
발매차단","01.02 (수)
02:30"
25,NBA,일반,"토론토R
점수
122 :
점수
116 유타J","승
1.41배당률 하락
-패
2.27배당률 상승","01.02 (수)
09:30"
26,NBA,일반,"밀워키벅
점수
121 :
점수
98 디트로P","승
1.12
-패
3.90","01.02 (수)
10:00"
27,NBA,일반,"덴버N
점수
115 :
점수
108 뉴욕닉스","승
1.05
-패
5.08","01.02 (수)
11:00"
28,NBA,일반,"새크라K
점수
108 :
점수
113 포틀랜T","승
1.87
-패
1.63","01.02 (수)
11:00"
29,NBA,일반,"LA클리
점수
113 :
점수
119 필라델76","승
1.46
-패
2.15","01.02 (수)
12:30"
30,WKBL,일반,"KB스타즈
점수
65 :
점수
62 여농OK저","승
1.16
-패
3.48","01.02 (수)
19:00"
31,WKBL,핸디캡,"KB스타즈
점수
55.5
H -9.5
:
점수
62 여농OK저","승
1.74
-패
1.74","01.02 (수)
19:00"
32,WKBL,언더오버,"KB스타즈
U/O 128.5
총 점수
127 여농OK저","U
1.77
-O
1.71","01.02 (수)
19:00"
33,KOVO여,일반,"흥국생명
점수
0 :
점수
3 GS칼텍","승
1.58배당률 하락
-패
1.94배당률 상승","01.02 (수)
19:00"
34,KOVO여,핸디캡,"흥국생명
점수
-1.5
H -1.5
:
점수
3 GS칼텍","승
2.15
-패
1.46","01.02 (수)
19:00"
35,KOVO여,언더오버,"흥국생명
U/O 184.5
총 점수
123 GS칼텍","U
1.74
-O
1.74","01.02 (수)
19:00"
36,KOVO여,일반,"현대건설
점수
3 :
점수
1 도로공사","승
3.16
-패
1.20","01.02 (수)
19:00"
37,KOVO여,핸디캡,"현대건설
점수
4.5
H +1.5
:
점수
1 도로공사","승
2.00배당률 상승
-패
1.54배당률 하락","01.02 (수)
19:00"
38,KOVO여,언더오버,"현대건설
U/O 175.5
총 점수
181 도로공사","U
1.74
-O
1.74","01.02 (수)
19:00"
39,KBL,일반,"서울삼성
점수
85 :
점수
94 안양KGC","승
2.41
-패
1.36","01.02 (수)
19:30"
40,KBL,핸디캡,"서울삼성
점수
89.5
H +4.5
:
점수
94 안양KGC","승
1.74
-패
1.74","01.02 (수)
19:30"
41,KBL,언더오버,"서울삼성
U/O 171.5
총 점수
179 안양KGC","U
1.72
-O
1.76","01.02 (수)
19:30"
42,EPL,일반,"본머스
점수
3 :
점수
3 왓포드","승
2.43배당률 상승
무
2.90배당률 하락
패
2.55","01.03 (목)
04:45"
43,EPL,일반,"첼시
점수
0 :
점수
0 사우샘프","승
1.24
발매차단
무
4.65
패
7.80","01.03 (목)
04:45"
44,EPL,일반,"허더즈필
점수
1 :
점수
2 번리","승
2.18배당률 상승
무
2.75배당률 하락
패
3.05배당률 하락","01.03 (목)
04:45"
45,EPL,일반,"웨스트햄
점수
2 :
점수
2 브라이턴","승
1.86
무
3.20
패
3.35","01.03 (목)
04:45"
46,EPL,일반,"울버햄턴
점수
0 :
점수
2 크리스탈","승
1.85
무
3.05
패
3.55","01.03 (목)
04:45"
47,EPL,일반,"뉴캐슬
점수
0 :
점수
2 맨체스U","승
5.20배당률 상승
무
3.90배당률 상승
패
1.43배당률 하락
발매차단","01.03 (목)
05:00"
48,NBA,일반,"샬럿H
점수
84 :
점수
122 댈러스M","승
1.53
-패
2.02","01.03 (목)
09:00"
49,NBA,일반,"클리블C
점수
92 :
점수
117 마이애H","승
2.72
-패
1.28","01.03 (목)
09:00"
50,NBA,일반,"워싱턴W
점수
114 :
점수
98 애틀란H","승
1.40
-패
2.30","01.03 (목)
09:00"
51,NBA,일반,"브루클N
점수
126 :
점수
121 뉴올리P","승
1.85
-패
1.64","01.03 (목)
09:30"
52,NBA,일반,"보스턴C
점수
115 :
점수
102 미네울브","승
1.25배당률 하락
-패
2.86배당률 상승","01.03 (목)
10:00"
53,NBA,일반,"시카고B
점수
84 :
점수
112 올랜도M","승
1.60
-패
1.91","01.03 (목)
10:00"
54,NBA,일반,"멤피스G
점수
94 :
점수
101 디트로P","승
1.36
-패
2.41","01.03 (목)
10:00"
55,NBA,일반,"피닉스S
점수
127 :
점수
132 필라델76","승
2.02배당률 하락
-패
1.53배당률 상승","01.03 (목)
11:00"
56,NBA,일반,"LA레이
점수
100 :
점수
107 오클라T","승
2.45
-패
1.35","01.03 (목)
12:30"
57,WKBL,일반,"삼성생명
점수
60 :
점수
73 KEB하나","승
1.37
-패
2.38","01.03 (목)
19:00"
58,WKBL,핸디캡,"삼성생명
점수
55.5
H -4.5
:
점수
73 KEB하나","승
1.70
-패
1.78","01.03 (목)
19:00"
59,WKBL,언더오버,"삼성생명
U/O 141.5
총 점수
133 KEB하나","U
1.73
-O
1.75","01.03 (목)
19:00"
60,KOVO남,일반,"우리카드
점수
2 :
점수
3 현대캐피","승
2.27
-패
1.41","01.03 (목)
19:00"
61,KOVO남,핸디캡,"우리카드
점수
3.5
H +1.5
:
점수
3 현대캐피","승
1.66
-패
1.83","01.03 (목)
19:00"
62,KOVO남,언더오버,"우리카드
U/O 184.5
총 점수
209 현대캐피","U
1.79배당률 상승
-O
1.69배당률 하락","01.03 (목)
19:00"
63,KBL,일반,"모비스
점수
76 :
점수
70 원주DB","승
1.16
-패
3.48","01.03 (목)
19:30"
64,KBL,핸디캡,"모비스
점수
68.5
H -7.5
사전조건 변경
:
점수
70 원주DB","승
1.74
-패
1.74","01.03 (목)
19:30"
65,KBL,언더오버,"모비스
U/O 167.5
총 점수
146 원주DB","U
1.70
-O
1.78","01.03 (목)
19:30"
66,KBL,일반,"서울SK
점수
59 :
점수
66 전자랜드","승
3.10
-패
1.21","01.03 (목)
19:30"
67,KBL,핸디캡,"서울SK
점수
65.5
H +6.5
사전조건 변경
:
점수
66 전자랜드","승
1.72
-패
1.76","01.03 (목)
19:30"
68,KBL,언더오버,"서울SK
U/O 159.5
사전조건 변경
총 점수
125 전자랜드","U
1.77
-O
1.71","01.03 (목)
19:30"
69,EPL,일반,"맨체스C
점수
2 :
점수
1 리버풀","승
2.19배당률 상승
무
3.25배당률 하락
패
2.60배당률 하락","01.04 (금)
05:00"
70,라리가,일반,"비야레알
점수
2 :
점수
2 레알마드","승
3.60
무
3.55
패
1.70
발매차단","01.04 (금)
05:30"
71,NBA,일반,"샌안토S
점수
125 :
점수
107 토론토R","승
1.58배당률 하락
-패
1.94배당률 상승","01.04 (금)
10:00"
72,NBA,일반,"새크라K
점수
113 :
점수
117 덴버N","승
2.07
-패
1.50","01.04 (금)
12:00"
73,NBA,일반,"골든스W
점수
134 :
점수
135 휴스턴R","승
1.23
-패
2.97","01.04 (금)
12:30"
